Education<9th,HSNoDiploma,HSGraduate,SomeCollege,Associates,Bachelors,Graduate,MedianEarnings,state_po,district,year
6.6,12.0,38.9,21.0,6.5,9.2,5.8,37743.0,MO,8,2014
2.2,5.1,29.1,26.2,8.5,19.7,9.3,41783.64,MT,0,2014
3.0,5.0,27.5,23.3,11.2,20.2,9.9,47345.03999999999,NE,1,2014
4.8,5.5,21.0,24.2,7.6,23.8,13.1,50364.479999999996,NE,2,2014
5.2,5.7,33.0,24.3,10.7,14.8,6.3,42735.84,NE,3,2014
11.0,13.5,33.0,21.4,6.6,10.2,4.3,36756.299999999996,NV,1,2014
5.3,7.6,25.6,28.3,8.3,16.3,8.5,47356.079999999994,NV,2,2014
2.4,5.4,24.1,28.3,9.1,20.3,10.4,55030.259999999995,NV,3,2014
5.9,9.3,31.7,25.8,8.5,12.7,6.2,43937.82,NV,4,2014
2.8,3.9,28.0,19.9,9.9,22.8,12.5,56215.67999999999,NH,1,2014
2.9,4.8,30.6,18.9,9.0,20.9,12.8,54570.719999999994,NH,2,2014
3.7,7.0,33.9,19.2,7.7,18.6,9.9,57120.96,NJ,1,2014
5.5,8.8,36.1,18.6,6.9,16.4,7.7,48334.49999999999,NJ,2,2014
2.7,5.4,33.3,19.2,8.2,20.4,10.8,64234.85999999999,NJ,3,2014
3.8,5.7,28.3,18.1,6.7,23.5,13.9,65265.719999999994,NJ,4,2014
3.2,3.3,25.0,16.4,6.4,28.4,17.4,71913.18,NJ,5,2014
7.0,5.6,26.7,16.1,6.7,23.0,15.0,62399.45999999999,NJ,6,2014
2.9,3.6,22.2,14.9,6.1,29.3,21.0,81268.2,NJ,7,2014
13.6,9.2,29.3,14.4,5.0,17.3,11.4,48328.979999999996,NJ,8,2014
8.7,6.6,31.8,15.2,5.6,20.7,11.4,55780.979999999996,NJ,9,2014
6.0,8.2,31.8,20.7,5.8,18.0,9.5,49594.439999999995,NJ,10,2014
2.7,3.2,22.7,13.9,5.9,30.8,20.8,81218.51999999999,NJ,11,2014
5.5,6.0,24.5,14.8,6.1,24.3,18.8,64459.799999999996,NJ,12,2014
6.3,6.5,23.9,23.7,7.3,18.1,14.1,44147.579999999994,NM,1,2014
10.5,10.1,28.0,23.6,7.5,12.0,8.3,39346.56,NM,2,2014
5.5,8.5,27.8,23.4,8.6,14.7,11.6,43951.619999999995,NM,3,2014
3.8,5.0,29.2,17.1,9.9,18.3,16.6,66898.26,NY,1,2014
5.7,6.4,33.1,18.0,9.5,15.9,11.4,60445.38,NY,2,2014
3.8,3.6,19.8,13.3,7.4,27.7,24.5,78067.98,NY,3,2014
6.1,5.5,24.4,16.3,8.2,22.1,17.3,66826.5,NY,4,2014
9.4,9.0,30.4,18.6,9.0,15.4,8.3,49105.92,NY,5,2014
9.5,7.4,24.5,12.1,9.5,22.9,14.1,55681.619999999995,NY,6,2014
18.0,13.1,23.0,11.8,4.1,18.5,11.4,44068.92,NY,7,2014
9.0,10.7,27.8,15.7,7.8,18.0,10.9,52797.42,NY,8,2014
7.6,8.0,27.4,16.0,6.0,20.3,14.8,49474.38,NY,9,2014
6.4,5.1,15.7,8.7,3.5,31.5,29.2,82954.56,NY,10,2014
6.5,7.4,29.9,15.6,7.9,19.9,12.9,62825.88,NY,11,2014
3.7,3.6,10.5,9.4,3.6,38.7,30.4,90098.81999999999,NY,12,2014
14.3,12.7,23.4,15.1,4.7,18.2,11.5,41856.78,NY,13,2014
15.1,10.0,27.7,13.9,7.9,16.3,9.1,43679.759999999995,NY,14,2014
17.2,16.9,28.8,17.4,6.5,9.4,3.7,31745.519999999997,NY,15,2014
6.9,7.3,23.5,17.0,6.6,19.6,19.2,63670.439999999995,NY,16,2014
7.5,5.4,20.5,15.0,6.7,23.3,21.6,65901.9,NY,17,2014
3.3,6.3,26.8,20.7,9.1,19.0,14.8,58340.88,NY,18,2014
2.9,7.8,32.1,19.1,11.2,14.6,12.2,50353.439999999995,NY,19,2014
3.0,5.1,26.7,17.5,11.6,20.0,16.0,57039.53999999999,NY,20,2014
3.7,8.7,35.6,19.9,11.2,11.8,9.1,44481.53999999999,NY,21,2014
3.6,7.8,35.7,18.3,11.3,13.4,9.9,44273.159999999996,NY,22,2014
3.2,7.6,35.2,17.7,11.9,12.2,12.0,43202.28,NY,23,2014
2.8,7.1,30.2,18.4,12.5,16.3,12.7,49715.88,NY,24,2014
3.3,6.4,25.0,17.3,12.0,19.9,16.1,50447.28,NY,25,2014
3.7,7.4,28.9,19.4,11.3,16.3,13.2,48689.159999999996,NY,26,2014
2.6,5.9,31.4,17.9,13.4,16.3,12.5,53317.67999999999,NY,27,2014
7.3,12.9,30.1,22.3,7.4,12.3,7.7,36078.719999999994,NC,1,2014
5.5,7.7,25.4,22.4,9.8,18.6,10.6,48970.67999999999,NC,2,2014
4.8,7.8,28.4,27.2,10.6,13.8,7.5,42778.619999999995,NC,3,2014
5.3,6.5,18.9,19.8,7.2,25.2,17.1,48897.53999999999,NC,4,2014
4.8,9.3,29.9,20.0,9.1,17.3,9.5,43519.67999999999,NC,5,2014
4.9,8.3,27.7,20.5,8.7,19.1,10.7,47812.85999999999,NC,6,2014
6.7,9.4,27.7,23.0,9.5,16.0,7.6,41435.88,NC,7,2014
6.4,12.1,32.2,22.7,8.9,12.5,5.3,42323.219999999994,NC,8,2014
2.4,4.0,17.9,20.1,7.3,32.3,16.1,60420.53999999999,NC,9,2014
5.5,10.3,28.9,21.5,9.7,16.5,7.7,42171.42,NC,10,2014
5.3,10.7,29.8,22.5,9.2,14.0,8.4,38553.06,NC,11,2014
8.2,10.7,27.0,23.8,7.1,16.3,7.0,36612.78,NC,12,2014
4.2,5.7,21.8,21.1,9.2,24.5,13.4,52687.02,NC,13,2014
4.1,4.4,27.5,23.1,13.8,20.0,7.2,51326.34,ND,0,2014
3.0,8.6,29.3,19.0,8.4,19.2,12.6,51418.799999999996,OH,1,2014
3.7,8.1,31.7,18.7,7.7,19.0,11.1,50552.159999999996,OH,2,2014
4.9,9.0,30.4,22.4,6.8,17.5,9.1,43660.439999999995,OH,3,2014
2.8,7.6,41.9,21.2,9.3,10.7,6.5,43953.0,OH,4,2014
2.1,5.7,36.4,21.2,9.9,14.8,9.9,48447.659999999996,OH,5,2014
3.3,9.4,43.8,18.6,9.7,9.5,5.6,41420.7,OH,6,2014
5.3,7.3,40.2,19.7,7.5,13.0,7.0,43504.5,OH,7,2014
3.0,8.2,37.2,20.4,8.4,14.9,7.9,48207.53999999999,OH,8,2014
4.0,10.3,33.0,23.2,8.2,14.2,7.2,42902.82,OH,9,2014
2.7,7.8,28.6,23.7,9.8,15.8,11.6,44611.259999999995,OH,10,2014
3.3,11.4,29.1,22.2,6.8,15.1,12.2,44257.979999999996,OH,11,2014
1.9,6.1,28.0,18.3,7.4,24.2,14.2,56591.03999999999,OH,12,2014
2.9,8.2,39.8,19.8,7.6,14.7,7.0,42495.719999999994,OH,13,2014
2.9,5.2,31.3,19.5,7.8,20.9,12.5,54265.74,OH,14,2014
2.4,7.2,34.1,19.8,7.6,18.3,10.6,50923.38,OH,15,2014
2.8,5.0,32.1,20.8,8.3,20.1,10.9,55723.02,OH,16,2014
3.9,7.2,27.9,23.8,8.7,19.7,8.9,46615.02,OK,1,2014
4.9,10.9,38.9,22.0,7.3,11.0,5.1,41442.78,OK,2,2014
4.0,8.7,35.5,22.8,6.9,15.2,6.9,44005.439999999995,OK,3,2014
3.2,8.2,33.5,24.7,7.0,15.4,8.0,44654.03999999999,OK,4,2014
5.9,9.5,26.1,23.9,6.0,19.0,9.6,43351.32,OK,5,2014
4.3,5.1,21.1,24.2,8.6,23.1,13.5,50941.31999999999,OR,1,2014
4.0,7.9,28.4,27.2,8.4,15.5,8.7,37148.219999999994,OR,2,2014
4.6,5.4,20.3,23.6,8.3,23.3,14.4,48159.24,OR,3,2014
2.4,6.3,27.2,29.3,8.7,15.8,10.4,38754.53999999999,OR,4,2014
5.3,6.1,24.6,27.4,8.2,18.3,10.2,44053.74,OR,5,2014
7.0,11.4,34.1,16.6,5.1,16.0,9.8,46409.399999999994,PA,1,2014
3.4,11.7,30.4,17.5,4.3,16.4,16.2,48892.02,PA,2,2014
3.1,7.3,41.3,15.0,9.0,15.6,8.5,44467.74,PA,3,2014
3.5,7.5,39.0,17.3,8.1,15.6,9.0,50255.46,PA,4,2014
3.2,7.3,44.7,14.1,8.5,13.7,8.6,42861.42,PA,5,2014
2.5,5.1,28.4,14.8,7.0,25.5,16.7,61201.619999999995,PA,6,2014
3.0,4.9,28.5,16.1,6.9,23.5,17.1,67065.23999999999,PA,7,2014
1.9,4.4,31.5,18.1,7.0,22.6,14.5,61278.899999999994,PA,8,2014
3.8,8.1,47.8,14.8,8.1,11.4,5.9,44260.74,PA,9,2014
3.4,8.3,42.9,16.9,8.1,12.6,7.7,43855.02,PA,10,2014
2.9,7.9,40.3,16.8,8.9,14.5,8.7,46958.64,PA,11,2014
2.3,5.0,35.8,15.7,9.5,19.5,12.3,52147.439999999995,PA,12,2014
4.4,7.4,32.1,17.5,6.6,19.5,12.6,54240.899999999994,PA,13,2014
2.3,5.6,33.0,17.1,9.9,18.7,13.4,44187.6,PA,14,2014
4.2,7.7,35.7,15.6,9.0,16.8,11.0,50841.96,PA,15,2014
7.8,9.0,36.5,14.4,6.4,17.0,9.0,47638.979999999996,PA,16,2014
3.5,8.2,40.8,17.6,9.2,13.5,7.2,44292.479999999996,PA,17,2014
2.2,4.5,33.3,16.0,9.3,21.6,13.1,55800.299999999996,PA,18,2014
7.8,8.8,26.6,18.1,7.3,18.7,12.8,50222.34,RI,1,2014
4.5,7.2,26.7,18.9,9.3,20.9,12.4,57419.03999999999,RI,2,2014
3.1,4.6,21.9,22.9,9.3,23.8,14.6,49893.899999999994,SC,1,2014
3.9,7.6,26.3,21.5,8.4,20.3,12.0,48789.899999999994,SC,2,2014
5.8,11.5,32.0,21.6,8.9,12.8,7.4,41618.03999999999,SC,3,2014
5.5,8.8,26.2,19.7,9.9,19.2,10.7,44524.32,SC,4,2014
5.5,10.6,32.6,20.5,8.7,14.3,7.8,43819.14,SC,5,2014
6.0,12.0,34.0,21.2,8.8,11.4,6.6,35991.78,SC,6,2014
5.7,10.8,33.3,21.4,8.4,13.4,7.0,36429.24,SC,7,2014
3.5,4.9,31.3,22.3,11.4,18.9,7.6,43285.079999999994,SD,0,2014
7.2,8.8,39.0,20.5,6.0,11.0,7.5,36906.719999999994,TN,1,2014
5.0,6.8,30.9,20.3,8.4,17.3,11.4,44391.84,TN,2,2014
6.5,9.9,33.8,22.0,7.2,12.9,7.8,43236.78,TN,3,2014
6.5,8.1,35.4,22.0,7.0,14.1,7.0,44200.02,TN,4,2014
4.6,8.2,26.0,20.0,6.2,21.9,13.1,44776.85999999999,TN,5,2014
6.3,9.2,37.8,20.8,6.3,12.6,6.9,43355.46,TN,6,2014
4.6,8.0,32.2,20.7,6.6,18.4,9.4,48745.74,TN,7,2014
4.6,8.2,31.8,21.0,5.9,17.3,11.1,48362.1,TN,8,2014
5.1,12.3,29.0,24.2,6.4,14.8,8.2,41064.659999999996,TN,9,2014
6.9,10.4,30.0,25.2,7.9,13.6,6.1,42123.119999999995,TX,1,2014
6.6,5.7,19.9,21.8,6.5,25.2,14.3,61767.42,TX,2,2014
3.0,3.0,14.6,21.0,6.9,33.0,18.4,69772.79999999999,TX,3,2014
5.8,9.2,33.6,24.9,7.3,13.0,6.3,43824.659999999996,TX,4,2014
9.7,10.9,30.2,23.7,6.0,12.9,6.5,42363.24,TX,5,2014
5.0,7.1,25.2,25.5,7.8,21.0,8.4,54794.28,TX,6,2014
6.4,3.8,16.3,18.5,5.2,29.5,20.4,64041.659999999996,TX,7,2014
5.5,9.3,30.8,21.4,5.9,18.9,8.2,56499.96,TX,8,2014
12.6,10.5,24.5,20.2,5.5,18.2,8.6,39180.96,TX,9,2014
6.1,6.9,22.1,21.5,6.7,24.6,12.1,57018.84,TX,10,2014
8.8,11.2,29.3,25.0,5.5,14.4,5.7,45022.5,TX,11,2014
4.0,7.2,25.3,25.2,7.1,21.0,10.3,55972.799999999996,TX,12,2014
7.4,9.5,29.7,26.4,7.0,14.1,5.9,43598.34,TX,13,2014
6.1,8.6,29.6,25.5,7.9,15.3,6.8,50243.03999999999,TX,14,2014
18.1,13.9,25.0,20.0,5.3,13.1,4.7,35806.86,TX,15,2014
14.7,8.7,22.6,23.8,7.4,15.7,7.1,37567.74,TX,16,2014
6.5,8.6,26.5,23.1,7.4,17.6,10.3,43958.52,TX,17,2014
12.9,10.9,29.0,21.6,5.3,12.9,7.4,41520.06,TX,18,2014
9.2,10.4,29.2,23.8,6.2,13.9,7.3,41957.52,TX,19,2014
9.5,9.6,27.5,22.6,6.8,15.3,8.7,42084.479999999996,TX,20,2014
3.2,4.1,18.9,22.3,6.7,28.5,16.3,56700.06,TX,21,2014
5.2,5.4,17.8,20.9,7.3,28.0,15.5,69658.26,TX,22,2014
14.0,10.7,27.8,21.0,6.5,13.0,7.0,40730.7,TX,23,2014
5.1,5.1,16.6,23.6,6.6,28.4,14.5,57454.92,TX,24,2014
4.3,6.8,22.1,23.9,7.2,22.6,13.0,55431.84,TX,25,2014
3.9,4.4,19.0,24.6,7.6,27.7,12.8,63974.03999999999,TX,26,2014
9.1,10.0,32.0,24.6,7.3,11.7,5.4,42726.18,TX,27,2014
17.8,13.3,26.5,19.7,6.1,11.4,5.1,37420.079999999994,TX,28,2014
24.5,16.5,29.9,16.1,4.0,6.7,2.3,34264.02,TX,29,2014
11.4,12.9,26.2,23.5,5.9,13.0,7.1,42495.719999999994,TX,30,2014
3.9,4.7,23.6,25.9,8.8,22.2,10.9,55262.1,TX,31,2014
6.8,6.5,17.7,20.0,6.2,26.9,15.8,56055.6,TX,32,2014
23.2,18.7,28.7,16.3,3.6,6.5,3.1,33180.719999999994,TX,33,2014
20.5,14.7,25.4,20.0,4.8,10.1,4.5,34236.42,TX,34,2014
13.0,10.9,29.1,21.6,6.8,13.6,5.0,37054.38,TX,35,2014
7.0,9.5,31.2,26.3,7.4,12.9,5.8,51380.159999999996,TX,36,2014
2.5,5.3,25.7,28.8,8.9,20.0,8.8,49405.38,UT,1,2014
3.7,5.2,24.4,26.3,8.6,19.9,12.0,44896.92,UT,2,2014
1.8,4.5,17.4,27.4,10.4,25.2,13.3,49990.49999999999,UT,3,2014
3.6,7.0,23.6,28.6,10.3,18.8,8.1,49071.42,UT,4,2014
3.2,5.3,30.6,16.9,8.2,21.4,14.3,47983.979999999996,VT,0,2014
3.1,5.4,25.5,22.3,7.9,22.0,13.8,60260.45999999999,VA,1,2014
2.7,4.9,24.1,26.7,9.2,20.5,11.9,51893.52,VA,2,2014
5.0,11.5,29.7,24.8,7.1,14.4,7.6,41504.88,VA,3,2014
4.1,8.3,30.1,23.4,9.3,15.2,9.5,51363.6,VA,4,2014
6.0,9.4,30.9,19.5,7.2,15.5,11.4,44811.35999999999,VA,5,2014
5.8,9.2,32.9,20.1,6.6,16.2,9.1,42962.159999999996,VA,6,2014
3.8,5.4,24.5,20.8,7.0,24.0,14.4,56820.119999999995,VA,7,2014
5.1,4.0,12.5,12.4,4.7,30.3,31.1,81776.04,VA,8,2014
8.4,10.3,33.7,19.8,8.8,10.9,8.1,42532.979999999996,VA,9,2014
3.6,4.0,16.1,16.5,6.1,31.6,22.2,80394.65999999999,VA,10,2014
4.0,4.5,15.2,16.2,6.6,29.4,24.1,75335.57999999999,VA,11,2014
3.1,4.7,18.9,23.6,9.3,26.2,14.1,65732.15999999999,WA,1,2014
2.3,5.7,23.0,28.3,10.9,20.5,9.3,51981.84,WA,2,2014
2.8,6.5,29.0,28.7,10.6,14.7,7.8,49049.34,WA,3,2014
13.1,9.4,27.0,22.5,9.0,12.4,6.7,41485.56,WA,4,2014
2.3,6.1,27.2,26.5,11.0,17.1,9.8,44202.78,WA,5,2014
2.6,6.0,24.3,28.4,10.4,18.1,10.3,50231.99999999999,WA,6,2014
2.2,3.1,11.8,19.0,6.4,34.5,23.0,66074.4,WA,7,2014
3.4,5.6,26.5,22.6,9.8,21.1,10.9,60943.56,WA,8,2014
5.7,6.0,20.9,19.4,8.2,25.0,14.9,54926.759999999995,WA,9,2014
3.2,6.3,26.2,27.6,10.4,16.8,9.4,53405.99999999999,WA,10,2014
3.8,8.2,41.3,18.1,7.5,12.2,8.9,43253.34,WV,1,2014
5.3,8.7,39.7,19.2,6.6,12.5,8.0,45196.38,WV,2,2014
7.1,13.1,39.7,18.7,6.3,9.3,5.9,41277.18,WV,3,2014
2.6,6.1,32.7,23.0,9.5,17.1,9.0,51442.259999999995,WI,1,2014
2.5,4.8,24.4,19.6,9.7,23.6,15.6,51243.53999999999,WI,2,2014
3.0,5.0,34.9,22.1,11.5,15.8,7.7,44093.759999999995,WI,3,2014
5.5,10.7,28.3,21.8,6.9,17.2,9.6,42617.159999999996,WI,4,2014
2.1,4.2,28.2,20.0,10.2,23.9,11.3,56193.6,WI,5,2014
2.9,6.3,35.8,20.9,9.7,16.9,7.5,48932.03999999999,WI,6,2014
3.2,5.9,36.9,21.4,11.4,14.1,7.1,43025.64,WI,7,2014
2.9,5.5,34.8,20.3,11.1,18.1,7.2,48397.979999999996,WI,8,2014
1.5,5.0,28.4,27.8,10.7,17.8,8.8,50429.34,WY,0,2014
3.36,10.55,33.59,20.89,7.74,16.63,7.23,42785.600000000006,AL,1,2016
5.43,11.02,31.77,22.05,8.36,13.26,8.12,42633.280000000006,AL,2,2016
5.13,11.55,30.52,23.42,8.58,12.35,8.44,44744.0,AL,3,2016
7.59,12.14,34.98,20.75,8.47,9.75,6.32,41730.240000000005,AL,4,2016
4.18,8.43,27.43,20.65,7.98,19.77,11.56,48652.64000000001,AL,5,2016
3.49,6.81,25.41,20.98,8.01,22.41,12.88,56513.44,AL,6,2016
4.76,11.83,33.79,22.4,7.67,12.92,6.63,40166.240000000005,AL,7,2016
2.58,4.79,27.27,27.54,8.12,18.71,10.98,57076.48,AK,0,2016
5.29,8.5,27.36,26.71,8.92,13.63,9.59,43555.36,AZ,1,2016
3.88,5.7,21.67,26.5,9.2,19.0,14.05,44141.520000000004,AZ,2,2016
11.08,13.65,26.81,24.8,8.08,10.03,5.55,39121.76,AZ,3,2016
3.83,9.51,30.44,28.66,9.0,11.98,6.58,41818.64,AZ,4,2016
3.07,4.24,21.89,26.21,9.44,23.05,12.1,56755.520000000004,AZ,5,2016
3.82,5.59,18.82,21.99,7.81,26.2,15.77,57529.36,AZ,6,2016
17.73,14.21,29.1,18.72,6.42,9.14,4.68,36993.36,AZ,7,2016
2.67,5.18,25.74,30.38,8.36,17.87,9.8,51943.840000000004,AZ,8,2016
4.88,6.4,19.32,24.16,8.3,23.35,13.58,50166.32000000001,AZ,9,2016
5.34,10.68,38.68,23.04,6.88,9.95,5.43,39661.68,AR,1,2016
4.4,7.37,29.5,22.44,7.3,18.01,10.99,46569.12,AR,2,2016
6.17,8.59,30.16,22.39,6.15,17.6,8.93,43154.16,AR,3,2016
5.42,10.5,38.46,22.87,6.85,10.34,5.57,38784.48,AR,4,2016
3.13,6.93,24.93,29.96,10.83,16.37,7.85,43363.600000000006,CA,1,2016
4.74,5.71,17.82,23.38,7.67,24.69,15.99,50966.00000000001,CA,2,2016
7.65,8.08,24.33,25.56,9.51,15.5,9.37,48376.560000000005,CA,3,2016
2.46,4.97,22.29,27.46,10.77,21.15,10.9,60294.240000000005,CA,4,2016
6.94,6.45,21.02,25.63,9.63,20.38,9.95,52221.280000000006,CA,5,2016
8.64,8.01,23.4,23.93,9.39,18.08,8.57,45275.76,CA,6,2016
4.38,4.84,20.64,26.47,10.27,22.42,10.98,56678.00000000001,CA,7,2016
6.99,10.46,28.56,27.7,8.93,10.44,6.92,43488.72,CA,8,2016
10.77,8.88,25.5,26.39,9.34,12.88,6.25,48484.0,CA,9,2016
10.51,10.58,28.19,24.62,8.23,12.3,5.57,48919.200000000004,CA,10,2016
6.84,5.29,17.14,20.35,7.43,26.33,16.63,63294.4,CA,11,2016
8.16,4.07,12.24,13.65,5.31,33.71,22.86,82856.64,CA,12,2016
8.37,6.91,14.1,17.57,5.59,26.33,21.13,56299.920000000006,CA,13,2016
7.62,4.83,15.87,18.62,8.12,27.81,17.11,68338.64,CA,14,2016
5.56,4.59,20.35,18.72,7.14,27.54,16.08,73199.28,CA,15,2016
20.49,13.12,25.52,21.71,7.03,8.59,3.52,33779.68,CA,16,2016
4.57,4.24,15.51,14.41,6.15,28.39,26.73,86819.68000000001,CA,17,2016
3.82,3.18,11.49,13.99,6.43,29.24,31.85,94802.88,CA,18,2016
11.99,7.53,18.5,19.81,8.02,21.66,12.49,56902.4,CA,19,2016
17.83,8.99,18.97,19.87,8.24,16.38,9.72,42109.68,CA,20,2016
26.26,15.1,26.42,17.87,5.24,6.39,2.73,30326.640000000003,CA,21,2016
10.99,8.03,22.1,26.41,8.93,15.85,7.69,44138.8,CA,22,2016
7.9,9.44,28.5,24.94,8.77,13.3,7.16,52989.68,CA,23,2016
9.14,6.55,18.95,23.16,8.55,20.59,13.05,48390.16,CA,24,2016
7.34,7.12,24.29,25.03,9.18,18.31,8.72,57829.920000000006,CA,25,2016
11.48,6.79,17.75,23.72,7.85,20.28,12.13,51255.68,CA,26,2016
8.76,5.53,19.48,17.08,7.37,25.26,16.52,54034.16,CA,27,2016
7.1,5.01,17.35,18.57,6.91,29.65,15.41,56178.880000000005,CA,28,2016
20.16,11.17,25.75,17.45,5.81,15.15,4.51,36688.72,CA,29,2016
5.68,5.49,18.4,20.33,7.39,27.61,15.12,57366.16,CA,30,2016
8.42,11.37,25.21,25.14,7.68,13.78,8.41,44712.72,CA,31,2016
15.24,10.61,25.92,20.63,7.43,14.3,5.88,43008.64000000001,CA,32,2016
1.81,2.32,10.49,16.84,6.12,35.85,26.58,83740.64,CA,33,2016
20.71,14.36,20.76,15.17,4.87,17.52,6.61,33162.240000000005,CA,34,2016
16.79,13.64,27.27,21.04,6.38,11.0,3.88,41126.4,CA,35,2016
10.71,10.25,27.58,24.94,6.95,12.43,7.15,37348.32,CA,36,2016
11.31,8.46,17.66,19.27,5.6,22.77,14.93,48337.12,CA,37,2016
11.41,8.98,27.17,21.6,8.54,15.46,6.84,49373.44,CA,38,2016
6.6,5.22,18.4,20.87,7.85,27.79,13.28,57494.00000000001,CA,39,2016
28.43,18.93,22.84,15.4,4.91,7.19,2.3,33243.840000000004,CA,40,2016
13.0,12.57,27.17,22.85,7.42,11.01,5.98,43196.32,CA,41,2016
6.46,7.67,26.28,26.88,8.6,15.57,8.55,55758.64000000001,CA,42,2016
12.54,9.89,24.14,22.54,6.9,16.92,7.07,43101.12,CA,43,2016
21.79,14.31,25.28,19.01,6.21,9.83,3.58,37590.4,CA,44,2016
3.15,3.37,12.02,18.47,8.27,33.29,21.44,79934.0,CA,45,2016
21.4,13.83,24.01,18.7,5.27,12.6,4.19,37333.36,CA,46,2016
11.18,8.32,20.14,21.78,8.34,19.8,10.44,50211.200000000004,CA,47,2016
5.86,4.58,14.65,22.58,8.03,28.13,16.17,63660.240000000005,CA,48,2016
5.2,3.89,16.46,22.09,8.83,26.71,16.82,62615.76,CA,49,2016
7.49,6.05,23.74,26.3,8.73,18.15,9.55,50484.560000000005,CA,50,2016
17.31,14.7,24.9,22.91,6.54,9.87,3.77,35334.16,CA,51,2016
2.3,3.03,12.14,18.08,6.92,32.08,25.46,69808.8,CA,52,2016
5.71,5.98,17.76,25.43,8.38,23.56,13.18,54737.280000000006,CA,53,2016
6.39,6.41,17.08,18.01,5.44,28.64,18.04,56392.4,CO,1,2016
1.33,2.25,16.01,18.19,7.59,32.37,22.27,57144.48,CO,2,2016
3.94,6.36,26.82,24.61,8.04,20.34,9.88,43163.68,CO,3,2016
3.51,5.81,23.6,24.0,9.11,22.18,11.79,56301.280000000006,CO,4,2016
1.52,4.23,23.63,24.9,10.95,21.6,13.17,49864.4,CO,5,2016
3.74,4.08,19.63,22.49,8.93,26.7,14.43,58927.44,CO,6,2016
5.09,6.64,25.83,22.61,7.72,20.85,11.26,54644.8,CO,7,2016
4.54,6.44,26.83,17.73,7.8,21.31,15.35,62966.64000000001,CT,1,2016
2.72,5.37,29.34,18.83,8.88,19.93,14.93,62715.04,CT,2,2016
3.6,5.88,30.03,17.23,7.38,19.8,16.09,61519.600000000006,CT,3,2016
4.97,4.63,21.95,13.89,5.97,26.89,21.69,69836.0,CT,4,2016
5.32,5.45,29.02,16.69,7.95,20.35,15.23,61039.520000000004,CT,5,2016
3.78,7.3,29.85,20.07,8.05,18.02,12.92,55398.240000000005,DE,0,2016
2.68,6.95,26.96,23.82,12.8,17.73,9.07,43989.200000000004,FL,1,2016
3.67,9.01,29.73,22.07,8.96,15.93,10.63,43252.08,FL,2,2016
3.85,7.89,31.56,20.26,10.64,15.31,10.49,45463.44,FL,3,2016
2.54,5.92,27.18,22.53,9.37,21.18,11.28,50704.880000000005,FL,4,2016
5.58,11.99,32.59,22.62,9.82,12.6,4.81,35252.560000000005,FL,5,2016
2.02,6.37,30.09,22.84,9.51,19.08,10.1,43056.240000000005,FL,6,2016
2.46,4.28,24.67,19.94,14.09,23.46,11.1,48739.68,FL,7,2016
2.98,5.68,30.81,22.51,10.21,16.49,11.32,43340.48,FL,8,2016
5.14,7.31,30.04,22.0,10.8,17.16,7.54,41058.4,FL,9,2016
3.99,6.3,28.07,21.41,9.9,20.32,10.01,46929.520000000004,FL,10,2016
3.16,7.87,37.2,22.22,8.74,13.46,7.35,37746.8,FL,11,2016
2.7,6.68,28.78,22.36,10.71,18.49,10.28,50416.560000000005,FL,12,2016
2.48,6.57,29.77,23.07,9.46,18.77,9.89,44401.280000000006,FL,13,2016
5.92,8.26,28.02,19.7,9.29,18.17,10.66,42826.4,FL,14,2016
4.84,6.93,29.06,19.94,10.05,19.44,9.74,48271.840000000004,FL,15,2016
3.63,5.7,30.79,20.62,7.95,18.93,12.37,43405.76,FL,16,2016
6.42,8.96,36.79,20.42,8.19,11.8,7.41,38987.12,FL,17,2016
4.87,6.13,28.05,21.02,9.35,19.39,11.18,45126.16,FL,18,2016
5.8,5.95,28.33,20.81,8.09,18.65,12.36,42330.0,FL,19,2016
9.63,10.63,33.37,18.68,8.09,13.48,6.13,35845.520000000004,FL,20,2016
3.72,4.24,23.98,20.84,9.36,24.0,13.86,50855.840000000004,FL,21,2016
5.46,4.91,21.96,19.8,8.99,24.4,14.48,48889.280000000006,FL,22,2016
4.39,4.96,24.77,17.24,9.26,24.36,15.01,49142.240000000005,FL,23,2016
10.95,10.23,28.31,18.68,9.35,13.77,8.72,38643.04,FL,24,2016
10.84,9.12,29.59,14.43,9.42,17.69,8.92,41131.840000000004,FL,25,2016
8.12,8.34,28.7,18.35,9.57,18.17,8.76,41866.240000000005,FL,26,2016
13.09,7.5,28.78,12.3,8.38,18.27,11.67,37446.240000000005,FL,27,2016
4.14,8.52,30.16,25.28,7.57,15.15,9.19,42366.72,GA,1,2016
5.13,13.14,34.58,21.96,7.31,10.84,7.04,38598.16,GA,2,2016
4.06,8.86,31.78,22.38,7.13,16.77,9.03,48935.520000000004,GA,3,2016
5.15,8.02,25.42,22.33,8.62,19.22,11.24,43200.4,GA,4,2016
3.75,8.62,22.32,20.09,4.64,22.97,17.61,50558.0,GA,5,2016
3.98,2.86,13.27,14.11,6.32,36.58,22.88,69003.68000000001,GA,6,2016
5.61,5.38,21.87,18.49,8.66,26.82,13.18,52986.96000000001,GA,7,2016
5.0,11.41,34.33,20.56,8.76,11.54,8.4,42313.68,GA,8,2016
6.75,10.57,31.78,20.16,7.79,14.18,8.78,43084.8,GA,9,2016
3.97,10.86,33.28,19.6,7.27,15.03,9.99,43831.44,GA,10,2016
